person_name,time_us,time_ms,ecg_raw,ecg_bandpass_0.5_45Hz,ppg_ir_raw,ppg_ir_bandpass_0.5_8Hz,ppg_red_raw
unknown,0,0.000,,,28733,-53.241635,24152
unknown,2500,2.500,,,28734,-46.155293,24148
unknown,5000,5.000,,,28738,-39.384821,24150
unknown,7500,7.500,,,28760,-32.970693,24160
unknown,10000,10.000,,,28735,-26.947477,24148
unknown,12500,12.500,,,28733,-21.343627,24148
unknown,15000,15.000,,,28734,-16.181357,24143
unknown,17500,17.500,,,28716,-11.476582,24144
unknown,20000,20.000,,,28730,-7.238939,24149
unknown,22500,22.500,,,28729,-3.471868,24142
unknown,25000,25.000,,,28727,-0.172774,24142
unknown,27500,27.500,,,28714,2.666748,24142
unknown,30000,30.000,,,28732,5.060632,24150
unknown,32500,32.500,,,28730,7.027988,24143
unknown,35000,35.000,,,28730,8.592706,24149
unknown,37500,37.500,,,28718,9.783004,24149
unknown,40000,40.000,,,28731,10.630942,24150
unknown,42500,42.500,,,28733,11.171886,24143
unknown,45000,45.000,,,28734,11.443960,24146
unknown,47500,47.500,,,28721,11.487461,24148
unknown,50000,50.000,,,28736,11.344268,24143
unknown,52500,52.500,,,28741,11.057236,24149
unknown,55000,55.000,,,28736,10.669602,24149
unknown,57500,57.500,,,28763,10.224380,24165
unknown,60000,60.000,,,28743,9.763788,24143
unknown,62500,62.500,,,28745,9.328689,24153
unknown,65000,65.000,,,28743,8.958052,24154
unknown,67500,67.500,,,28740,8.688463,24153
unknown,70000,70.000,,,28751,8.553665,24147
unknown,72500,72.500,,,28756,8.584143,24145
unknown,75000,75.000,,,28753,8.806763,24151
unknown,77500,77.500,,,28751,9.244463,24156
unknown,80000,80.000,,,28760,9.915999,24146
unknown,82500,82.500,,,28763,10.835755,24153
unknown,85000,85.000,,,28762,12.013606,24152
unknown,87500,87.500,,,28757,13.454852,24148
unknown,90000,90.000,,,28770,15.160207,24153
unknown,92500,92.500,,,28768,17.125858,24150
unknown,95000,95.000,,,28770,19.343574,24158
unknown,97500,97.500,,,28755,21.800882,24160
unknown,100000,100.000,,,28775,24.481297,24156
unknown,102500,102.500,,,28776,27.364598,24157
unknown,105000,105.000,,,28780,30.427163,24165
unknown,107500,107.500,,,28770,33.642336,24161
unknown,110000,110.000,,,28783,36.980841,24153
unknown,112500,112.500,,,28786,40.411225,24148
unknown,115000,115.000,,,28788,43.900326,24156
unknown,117500,117.500,,,28718,47.413764,24149
unknown,120000,120.000,,,28784,50.916445,24158
unknown,122500,122.500,,,28788,54.373073,24149
unknown,125000,125.000,,,28784,57.748657,24163
unknown,127500,127.500,,,28781,61.009021,24147
unknown,130000,130.000,,,28782,64.121294,24155
unknown,132500,132.500,,,28790,67.054378,24156
unknown,135000,135.000,,,28782,69.779401,24151
unknown,137500,137.500,,,28787,72.270126,24153
unknown,140000,140.000,,,28789,74.503334,24156
unknown,142500,142.500,,,28795,76.459157,24148
unknown,145000,145.000,,,28791,78.121367,24159
unknown,147500,147.500,,,28786,79.477619,24147
unknown,150000,150.000,,,28787,80.519638,24153
unknown,152500,152.500,,,28790,81.243346,24157
unknown,155000,155.000,,,28787,81.648940,24159
unknown,157500,157.500,,,28778,81.740903,24152
unknown,160000,160.000,,,28785,81.527965,24158
unknown,162500,162.500,,,28793,81.023000,24155
unknown,165000,165.000,,,28788,80.242862,24154
unknown,167500,167.500,,,28779,79.208180,24149
unknown,170000,170.000,,,28790,77.943083,24151
unknown,172500,172.500,,,28787,76.474889,24152
unknown,175000,175.000,,,28790,74.833742,24154
unknown,177500,177.500,,,28779,73.052211,24149
unknown,180000,180.000,,,28785,71.164851,24153
unknown,182500,182.500,,,28780,69.207733,24148
unknown,185000,185.000,,,28787,67.217957,24153
unknown,187500,187.500,,,28785,65.233134,24146
unknown,190000,190.000,,,28787,63.290869,24156
unknown,192500,192.500,,,28792,61.428228,24155
unknown,195000,195.000,,,28781,59.681216,24154
unknown,197500,197.500,,,28786,58.084254,24145
unknown,200000,200.000,,,28789,56.669680,24150
unknown,202500,202.500,,,28786,55.467265,24153
unknown,205000,205.000,,,28788,54.503756,24154
unknown,207500,207.500,,,28786,53.802457,24147
unknown,210000,210.000,,,28788,53.382848,24150
unknown,212500,212.500,,,28788,53.260244,24152
unknown,215000,215.000,,,28788,53.445506,24145
unknown,217500,217.500,,,28777,53.944803,24138
unknown,220000,220.000,,,28788,54.759435,24145
unknown,222500,222.500,,,28790,55.885703,24149
unknown,225000,225.000,,,28789,57.314851,24150
unknown,227500,227.500,,,28779,59.033067,24138
unknown,230000,230.000,,,28793,61.021539,24151
