person_name,time_us,time_ms,ecg_raw,ecg_bandpass_0.5_45Hz,ppg_ir_raw,ppg_ir_bandpass_0.5_8Hz,ppg_red_raw
unknown,0,0.000,1876,25.629781,28825,74.241614,23767
unknown,0,0.000,1916,20.216888,28850,88.160491,23763
unknown,2500,2.500,1821,1.024664,28841,102.110642,23774
unknown,5000,5.000,1815,-27.012719,28841,116.020067,23773
unknown,7500,7.500,1859,-56.448020,28841,129.816606,23777
unknown,10000,10.000,1707,-79.877281,28857,143.428636,23792
unknown,12500,12.500,1580,-92.284234,28857,156.785741,23785
unknown,15000,15.000,1645,-92.363230,28857,169.819379,23788
unknown,17500,17.500,1864,-82.469626,28856,182.463521,23787
unknown,20000,20.000,1891,-67.388220,28872,194.655255,23788
unknown,22500,22.500,1831,-52.510060,28876,206.335359,23789
unknown,25000,25.000,1825,-42.125282,28884,217.448821,23801
unknown,27500,27.500,1866,-38.369907,28872,227.945319,23792
unknown,30000,30.000,1714,-41.025059,28883,237.779637,23807
unknown,32500,32.500,1593,-48.029287,28884,246.912024,23798
unknown,35000,35.000,1664,-56.368419,28890,255.308493,23794
unknown,37500,37.500,1879,-63.000283,28882,262.941048,23799
unknown,40000,40.000,1904,-65.599766,28890,269.787850,23812
unknown,42500,42.500,1840,-63.062114,28898,275.833313,23801
unknown,45000,45.000,1829,-55.779838,28893,281.068126,23804
unknown,47500,47.500,1870,-45.681834,28892,285.489215,23804
unknown,50000,50.000,1720,-35.945825,28897,289.099635,23808
unknown,52500,52.500,1600,-30.267091,28891,291.908399,23801
unknown,55000,55.000,1673,-31.666863,28899,293.930245,23796
unknown,57500,57.500,1887,-41.051470,28883,295.185354,23799
unknown,60000,60.000,1903,-55.990349,28895,295.699006,23812
unknown,62500,62.500,1833,-70.312482,28896,295.501195,23803
unknown,65000,65.000,1829,-74.996562,28893,294.626207,23799
unknown,67500,67.500,1875,-60.426029,28885,293.112156,23795
unknown,70000,70.000,1753,-19.516281,28887,291.000499,23808
unknown,72500,72.500,1682,49.270692,28888,288.335520,23798
unknown,75000,75.000,1827,140.182373,28888,285.163812,23797
unknown,77500,77.500,2144,240.572225,28879,281.533741,23790
unknown,80000,80.000,2275,333.603079,28878,277.494912,23801
unknown,82500,82.500,2307,402.548988,28873,273.097645,23786
unknown,85000,85.000,2354,435.294399,28871,268.392455,23787
unknown,87500,87.500,2385,427.436116,28864,263.429558,23789
unknown,90000,90.000,2177,382.832714,28871,258.258398,23794
unknown,92500,92.500,1946,311.389248,28867,252.927200,23782
unknown,95000,95.000,1892,224.954193,28870,247.482564,23781
unknown,97500,97.500,2009,132.990579,28849,241.969088,23779
unknown,100000,100.000,1970,39.812270,28864,236.429042,23793
unknown,102500,102.500,1862,-55.444785,28858,230.902079,23773
unknown,105000,105.000,1784,-156.095503,28857,225.424995,23775
unknown,107500,107.500,1708,-263.616918,28836,220.031539,23770
unknown,110000,110.000,1404,-373.756335,28853,214.752268,23785
unknown,112500,112.500,1145,-474.957288,28851,209.614452,23765
unknown,115000,115.000,1119,-550.156204,28845,204.642025,23768
unknown,117500,117.500,1312,-581.627789,28829,199.855585,23767
unknown,120000,120.000,1388,-557.228174,28845,195.272439,23769
unknown,122500,122.500,1430,-475.659921,28834,190.906682,23760
unknown,125000,125.000,1577,-348.590581,28837,186.769324,23769
unknown,127500,127.500,1756,-198.550482,28819,182.868445,23758
unknown,130000,130.000,1723,-53.103466,28829,179.209385,23759
unknown,132500,132.500,1694,62.790110,28825,175.794954,23747
unknown,135000,135.000,1824,133.585813,28818,172.625670,23752
unknown,137500,137.500,2068,156.799889,28807,169.700010,23749
unknown,140000,140.000,2089,142.322999,28811,167.014672,23744
unknown,142500,142.500,2001,107.842824,28804,164.564845,23741
unknown,145000,145.000,1968,72.210445,28805,162.344478,23741
unknown,147500,147.500,1988,49.234622,28794,160.346551,23743
unknown,150000,150.000,1825,44.063953,28801,158.563328,23737
unknown,152500,152.500,1703,53.186952,28790,156.986605,23730
unknown,155000,155.000,1782,67.627734,28794,155.607943,23738
unknown,157500,157.500,2001,77.731793,28783,154.418870,23727
unknown,160000,160.000,2016,77.476403,28783,153.411071,23730
unknown,162500,162.500,1945,66.639925,28786,152.576547,23730
unknown,165000,165.000,1934,50.201195,28782,151.907740,23722
unknown,167500,167.500,1966,35.543312,28773,151.397636,23724
unknown,170000,170.000,1810,28.895588,28782,151.039835,23727
unknown,172500,172.500,1690,32.630313,28774,150.828585,23727
unknown,175000,175.000,1769,44.512084,28776,150.758786,23718
unknown,177500,177.500,1992,59.051475,28765,150.825965,23712
unknown,180000,180.000,2013,70.181039,28779,151.026222,23718
unknown,182500,182.500,1952,73.954556,28772,151.356142,23717
unknown,185000,185.000,1945,70.066109,28771,151.812689,23715
unknown,187500,187.500,1981,61.608253,28771,152.393070,23715
unknown,190000,190.000,1827,53.325169,28766,153.094588,23716
unknown,192500,192.500,1708,49.278425,28768,153.914466,23715
unknown,195000,195.000,1781,51.042970,28771,154.849673,23716
unknown,197500,197.500,1998,57.227400,28829,155.896733,23767
unknown,200000,200.000,2015,64.444354,28774,157.051530,23720
unknown,202500,202.500,1955,69.170683,28778,158.309115,23720
unknown,205000,205.000,1944,69.550738,28780,159.663522,23717
unknown,207500,207.500,1976,66.274046,28777,161.107583,23710
unknown,210000,210.000,1823,62.142617,28791,162.632765,23724
unknown,212500,212.500,1711,60.588699,28792,164.229020,23729
unknown,215000,215.000,1797,63.900736,28798,165.884655,23731
unknown,217500,217.500,2021,72.034271,28792,167.586228,23718
unknown,220000,220.000,2045,82.581133,28797,169.318470,23728
unknown,222500,222.500,1986,91.900172,28803,171.064241,23733
unknown,225000,225.000,1971,96.852979,28804,172.804506,23724
unknown,227500,227.500,2000,96.303888,28799,174.518360,23724
unknown,230000,230.000,1843,91.664476,28798,176.183076,23723
unknown,232500,232.500,1729,86.224611,28805,177.774196,23726
unknown,235000,235.000,1816,83.590951,28806,179.265647,23728
unknown,237500,237.500,2039,85.974397,28801,180.629903,23725
unknown,240000,240.000,2064,93.133686,28814,181.838173,23731
unknown,242500,242.500,1998,102.466498,28813,182.860621,23735
unknown,245000,245.000,1989,110.195345,28815,183.666620,23736
unknown,247500,247.500,2020,113.081805,28812,184.225024,23730
unknown,250000,250.000,1859,109.861026,28824,184.504476,23736
unknown,252500,252.500,1741,101.729527,28835,184.473719,23744
unknown,255000,255.000,1812,91.673243,28839,184.101940,23742
unknown,257500,257.500,2032,82.972661,28828,183.359111,23734
unknown,260000,260.000,2051,77.608004,28840,182.216347,23752
unknown,262500,262.500,1981,75.328755,28840,180.646257,23743
unknown,265000,265.000,1961,73.830871,28835,178.623304,23742
unknown,267500,267.500,1979,69.954883,28771,176.124142,23715
unknown,270000,270.000,1809,61.329516,28839,173.127955,23741
unknown,272500,272.500,1680,47.668982,28834,169.616769,23743
unknown,275000,275.000,1750,31.090070,28827,165.575744,23745
unknown,277500,277.500,1964,15.273932,28815,160.993443,23739
unknown,280000,280.000,1970,3.842553,28812,155.862066,23740
unknown,282500,282.500,1904,-1.303871,28800,150.177653,23736
unknown,285000,285.000,1889,-0.911779,28791,143.940247,23728
unknown,287500,287.500,1921,1.884596,28774,137.154016,23718
unknown,290000,290.000,1759,2.910992,28770,129.827339,23727
unknown,292500,292.500,1633,-1.206076,28758,121.972835,23719
unknown,295000,295.000,1702,-11.531789,28751,113.607359,23722
unknown,297500,297.500,1911,-26.328575,28733,104.751943,23708
unknown,300000,300.000,1916,-41.798059,28730,95.431695,23714
unknown,302500,302.500,1851,-53.725501,28714,85.675645,23706
unknown,305000,305.000,1840,-59.288905,28713,75.516561,23701
unknown,307500,307.500,1870,-58.227138,28686,64.990704,23694
unknown,310000,310.000,1705,-52.857752,28695,54.137553,23701
unknown,312500,312.500,1587,-46.957612,28675,42.999493,23692
unknown,315000,315.000,1670,-44.028657,28667,31.621462,23688
unknown,317500,317.500,1889,-45.736883,28654,20.050573,23685
unknown,320000,320.000,1902,-51.218545,28642,8.335705,23688
unknown,322500,322.500,1840,-57.542709,28630,-3.472921,23682
unknown,325000,325.000,1838,-61.092877,28620,-15.324191,23677
unknown,327500,327.500,1872,-59.223440,28606,-27.166551,23659
unknown,330000,330.000,1713,-51.440818,28597,-38.948475,23670
unknown,332500,332.500,1601,-39.595051,28583,-50.618923,23662
unknown,335000,335.000,1689,-27.029412,28572,-62.127806,23662
unknown,337500,337.500,1916,-17.107266,28576,-73.426431,23649
unknown,340000,340.000,1937,-11.801775,28558,-84.467940,23654
unknown,342500,342.500,1883,-10.979719,28543,-95.207724,23649
unknown,345000,345.000,1878,-12.670166,28533,-105.603808,23649
unknown,347500,347.500,1918,-14.146998,28529,-115.617218,23629
unknown,350000,350.000,1756,-13.287562,28504,-125.212304,23640
unknown,352500,352.500,1639,-9.563915,28496,-134.357028,23631
unknown,355000,355.000,1715,-4.219012,28490,-143.023216,23628
unknown,357500,357.500,1935,0.422591,28493,-151.186762,23615
unknown,360000,360.000,1951,2.152384,28474,-158.827788,23631
unknown,362500,362.500,1889,-0.000810,28463,-165.930757,23621
unknown,365000,365.000,1878,-5.257221,28464,-172.484537,23623
unknown,367500,367.500,1916,-11.410275,28472,-178.482419,23613
unknown,370000,370.000,1757,-15.818036,28453,-183.922084,23619
unknown,372500,372.500,1636,-16.582552,28452,-188.805522,23616
unknown,375000,375.000,1713,-13.363210,28447,-193.138908,23613
unknown,377500,377.500,1932,-7.458594,28456,-196.932433,23612
unknown,380000,380.000,1944,-1.146070,28447,-200.200086,23611
unknown,382500,382.500,1889,3.383288,28442,-202.959410,23610
unknown,385000,385.000,1889,4.979944,28442,-205.231211,23613
unknown,387500,387.500,1929,3.940747,28461,-207.039243,23605
unknown,390000,390.000,1769,1.704705,28449,-208.409859,23616
unknown,392500,392.500,1651,0.029430,28445,-209.371645,23611
unknown,395000,395.000,1730,0.082505,28443,-209.955033,23612
unknown,397500,397.500,1946,1.906106,28460,-210.191900,23610
unknown,400000,400.000,1957,4.509885,28452,-210.115163,23616
unknown,402500,402.500,1894,6.520724,28455,-209.758362,23611
unknown,405000,405.000,1891,7.032270,28456,-209.155256,23614
unknown,407500,407.500,1924,6.194675,28461,-208.339416,23606
unknown,410000,410.000,1765,5.217001,28445,-207.343841,23610
unknown,412500,412.500,1652,5.756417,28454,-206.200574,23607
unknown,415000,415.000,1742,8.989765,28454,-204.940358,23608
unknown,417500,417.500,1966,14.842730,28462,-203.592301,23604
unknown,420000,420.000,1983,21.796094,28451,-202.183578,23604
unknown,422500,422.500,1920,27.418277,28455,-200.739165,23609
unknown,425000,425.000,1906,29.416174,28446,-199.281602,23603
unknown,427500,427.500,1940,26.725679,28457,-197.830797,23607
unknown,430000,430.000,1777,20.115283,28453,-196.403872,23603
unknown,432500,432.500,1658,11.982111,28450,-195.015042,23605
unknown,435000,435.000,1737,5.389133,28447,-193.675540,23610
unknown,437500,437.500,1957,2.753123,28449,-192.393583,23608
unknown,440000,440.000,1967,4.772869,28450,-191.174379,23607
unknown,442500,442.500,1903,10.095659,28447,-190.020170,23603
unknown,445000,445.000,1901,15.893199,28449,-188.930322,23596
unknown,447500,447.500,1932,19.103876,28451,-187.901445,23603
unknown,450000,450.000,1771,17.788604,28446,-186.927553,23602
unknown,452500,452.500,1653,11.988260,28455,-186.000251,23600
unknown,455000,455.000,1739,3.692909,28458,-185.108958,23601
unknown,457500,457.500,1943,-4.063552,28459,-184.241149,23597
unknown,460000,460.000,1950,-8.570546,28453,-183.382627,23610
unknown,462500,462.500,1889,-8.646779,28458,-182.517802,23603
unknown,465000,465.000,1889,-5.138526,28458,-181.629998,23603
unknown,467500,467.500,1919,-0.491467,28466,-180.701760,23599
unknown,470000,470.000,1755,2.396011,28463,-179.715169,23610
unknown,472500,472.500,1638,1.502702,28473,-178.652162,23607
unknown,475000,475.000,1722,-3.414614,28470,-177.494845,23607
unknown,477500,477.500,1935,-10.754264,28478,-176.225799,23603
unknown,480000,480.000,1940,-17.848907,28478,-174.828381,23603
unknown,482500,482.500,1879,-22.210689,28482,-173.287001,23614
unknown,485000,485.000,1875,-22.653450,28484,-171.587390,23612
unknown,487500,487.500,1905,-19.773991,28489,-169.716839,23598
unknown,490000,490.000,1742,-15.587676,28492,-167.664417,23613
unknown,492500,492.500,1622,-12.517840,28495,-165.421162,23618
unknown,495000,495.000,1706,-12.240197,28486,-162.980243,23615
unknown,497500,497.500,1927,-14.939740,28497,-160.337087,23621
unknown,500000,500.000,1937,-19.324383,28501,-157.489478,23616
unknown,502500,502.500,1880,-23.362331,28504,-154.437623,23618
unknown,505000,505.000,1872,-25.353749,28503,-151.184178,23614
unknown,507500,507.500,1904,-24.785875,28521,-147.734251,23622
unknown,510000,510.000,1737,-22.533960,28518,-144.095358,23622
unknown,512500,512.500,1618,-20.303652,28527,-140.277358,23625
unknown,515000,515.000,1703,-19.600233,28518,-136.292352,23628
unknown,517500,517.500,1916,-20.762966,28538,-132.154551,23629
unknown,520000,520.000,1927,-22.589146,28540,-127.880119,23633
unknown,522500,522.500,1874,-22.791556,28540,-123.486993,23633
unknown,525000,525.000,1880,-19.116216,28532,-118.994671,23635
unknown,527500,527.500,1923,-10.596931,28554,-114.423991,23634
unknown,530000,530.000,1766,1.684071,28563,-109.796888,23638
unknown,532500,532.500,1656,14.760467,28564,-105.136139,23646
unknown,535000,535.000,1749,24.878918,28560,-100.465096,23647
unknown,537500,537.500,1966,29.085263,28577,-95.807418,23641
unknown,540000,540.000,1973,26.593053,28573,-91.186790,23648
unknown,542500,542.500,1912,19.287409,28583,-86.626656,23651
unknown,545000,545.000,1906,11.085026,28583,-82.149943,23654
unknown,547500,547.500,1936,6.385274,28593,-77.778804,23655
unknown,550000,550.000,1776,8.271270,28596,-73.534360,23662
unknown,552500,552.500,1667,17.251942,28598,-69.436467,23663
unknown,555000,555.000,1762,31.106583,28589,-65.503489,23667
unknown,557500,557.500,1984,45.899965,28602,-61.752102,23669
unknown,560000,560.000,2000,57.702916,28610,-58.197105,23669
unknown,562500,562.500,1949,64.228260,28608,-54.851267,23669
unknown,565000,565.000,1958,65.630766,28603,-51.725193,23669
unknown,567500,567.500,1996,64.110400,28608,-48.827216,23670
unknown,570000,570.000,1828,62.523253,28612,-46.163320,23670
unknown,572500,572.500,1713,62.680785,28613,-43.737087,23670
unknown,575000,575.000,1801,64.178787,28611,-41.549673,23666
unknown,577500,577.500,2006,64.359789,28612,-39.599820,23682
unknown,580000,580.000,2004,59.480034,28622,-37.883880,23662
unknown,582500,582.500,1934,46.569752,28622,-36.395884,23672
unknown,585000,585.000,1912,25.118118,28613,-35.127624,23670
unknown,587500,587.500,1921,-2.242301,28621,-34.068765,23687
unknown,590000,590.000,1733,-30.441069,28623,-33.206982,23669
unknown,592500,592.500,1597,-53.819986,28626,-32.528113,23670
unknown,595000,595.000,1667,-68.340283,28614,-32.016335,23669
unknown,597500,597.500,1877,-73.166263,28624,-31.654357,23682
unknown,600000,600.000,1884,-70.900260,28627,-31.423624,23672
unknown,602500,602.500,1824,-66.340866,28627,-31.304538,23672
unknown,605000,605.000,1819,-64.306193,28532,-31.276682,23635
unknown,607500,607.500,1846,-67.497766,28629,-31.319055,23683
unknown,610000,610.000,1678,-75.372721,28639,-31.410309,23682
unknown,612500,612.500,1565,-84.537588,28641,-31.528988,23676
unknown,615000,615.000,1650,-90.478922,28627,-31.653761,23676
unknown,617500,617.500,1867,-89.824434,28645,-31.763657,23691
unknown,620000,620.000,1877,-82.073483,28642,-31.838289,23679
unknown,622500,622.500,1826,-69.972883,28643,-31.858066,23679
unknown,625000,625.000,1826,-58.340545,28630,-31.804401,23681
unknown,627500,627.500,1859,-51.869160,28647,-31.659897,23695
unknown,630000,630.000,1692,-52.934419,28653,-31.408522,23683
unknown,632500,632.500,1579,-60.450718,28658,-31.035769,23682
unknown,635000,635.000,1669,-70.342795,28640,-30.528787,23685
unknown,637500,637.500,1884,-77.446404,28654,-29.876508,23696
unknown,640000,640.000,1889,-77.965048,28655,-29.069736,23686
unknown,642500,642.500,1831,-71.319651,28658,-28.101230,23682
unknown,645000,645.000,1830,-60.483646,28643,-26.965754,23685
unknown,647500,647.500,1859,-50.593708,28665,-25.660111,23694
unknown,650000,650.000,1692,-46.450389,28663,-24.183151,23679
unknown,652500,652.500,1581,-50.085995,28659,-22.535764,23686
unknown,655000,655.000,1673,-59.599825,28649,-20.720843,23682
unknown,657500,657.500,1888,-69.907751,28663,-18.743236,23684
unknown,660000,660.000,1897,-75.157865,28666,-16.609669,23692
unknown,662500,662.500,1840,-71.733267,28662,-14.328663,23682
unknown,665000,665.000,1842,-60.393558,28655,-11.910422,23684
unknown,667500,667.500,1868,-46.400899,28667,-9.366711,23682
unknown,670000,670.000,1699,-37.339613,28669,-6.710728,23684
unknown,672500,672.500,1581,-39.407083,28667,-3.956947,23682
unknown,675000,675.000,1660,-53.749529,28669,-1.120969,23678
unknown,677500,677.500,1876,-74.557439,28669,1.780650,23686
unknown,680000,680.000,1888,-90.014095,28671,4.730564,23681
unknown,682500,682.500,1844,-86.034870,28677,7.710819,23685
unknown,685000,685.000,1865,-51.521925,28680,10.703031,23686
unknown,687500,687.500,1940,16.884732,28682,13.688561,23684
unknown,690000,690.000,1836,112.507478,28685,16.648700,23684
unknown,692500,692.500,1822,219.836467,28688,19.564838,23684
unknown,695000,695.000,2028,318.924379,28689,22.418640,23689
unknown,697500,697.500,2339,391.370949,28694,25.192208,23689
unknown,700000,700.000,2409,425.640998,28703,27.868237,23692
unknown,702500,702.500,2356,419.718636,28697,30.430167,23695
unknown,705000,705.000,2310,380.181982,28691,32.862320,23689
unknown,707500,707.500,2250,318.245251,28699,35.150023,23693
unknown,710000,710.000,1961,244.549867,28699,37.279727,23694
unknown,712500,712.500,1749,164.973714,28706,39.239108,23693
unknown,715000,715.000,1775,79.258022,28698,41.017153,23688
unknown,717500,717.500,1942,-16.983755,28705,42.604239,23688
unknown,720000,720.000,1872,-127.796091,28713,43.992187,23697
unknown,722500,722.500,1692,-251.982717,28708,45.174313,23693
unknown,725000,725.000,1537,-380.075912,28703,46.145454,23686
unknown,727500,727.500,1420,-494.766467,28717,46.901990,23699
unknown,730000,730.000,1141,-574.993803,28712,47.441842,23695
unknown,732500,732.500,995,-602.379060,28718,47.764462,23700
unknown,735000,735.000,1147,-567.662046,28719,47.870810,23690
unknown,737500,737.500,1485,-474.693009,28717,47.763313,23702
unknown,740000,740.000,1648,-340.380324,28726,47.445821,23700
unknown,742500,742.500,1739,-190.469395,28721,46.923539,23699
unknown,745000,745.000,1852,-52.547183,28725,46.202960,23686
unknown,747500,747.500,1965,51.354389,28726,45.291786,23707
unknown,750000,750.000,1841,110.103991,28723,44.198833,23697
unknown,752500,752.500,1747,125.132814,28732,42.933935,23703
unknown,755000,755.000,1832,108.151363,28722,41.507844,23688
unknown,757500,757.500,2028,76.040329,28725,39.932115,23698
unknown,760000,760.000,2010,44.910617,28727,38.218994,23703
unknown,762500,762.500,1936,25.409754,28723,36.381299,23696
unknown,765000,765.000,1927,20.675171,28717,34.432302,23681
unknown,767500,767.500,1952,27.220986,28720,32.385601,23693
unknown,770000,770.000,1785,37.954700,28726,30.255004,23696
unknown,772500,772.500,1677,45.862404,28711,28.054403,23687
unknown,775000,775.000,1770,46.876422,28699,25.797652,23687
unknown,777500,777.500,1986,40.981762,28711,23.498453,23691
